20/06/2022 11:32:24,1.58
20/06/2022 11:33:24,1.49
20/06/2022 11:34:25,1.27
20/06/2022 11:35:10,1.96
20/06/2022 11:36:11,1.65
20/06/2022 11:37:11,1.54
20/06/2022 11:38:11,1.63
20/06/2022 11:40:02,1.78
20/06/2022 11:40:48,1.64
20/06/2022 11:42:39,1.93
20/06/2022 11:43:40,1.01
20/06/2022 11:44:40,1.30
20/06/2022 11:45:40,1.83
20/06/2022 11:46:26,1.11
20/06/2022 11:47:26,1.92
20/06/2022 11:48:26,1.37
20/06/2022 11:49:30,1.56
20/06/2022 11:50:26,1.41
20/06/2022 11:51:13,1.56
20/06/2022 11:52:12,1.27
20/06/2022 11:53:12,2.00
20/06/2022 11:54:12,1.67
20/06/2022 11:55:13,2.01
20/06/2022 11:55:58,1.46
20/06/2022 11:56:59,1.21
20/06/2022 11:57:59,1.15
20/06/2022 11:58:59,1.26
20/06/2022 11:59:59,1.52
20/06/2022 12:00:46,1.71
20/06/2022 12:01:46,1.02
20/06/2022 12:02:45,1.51
20/06/2022 12:03:45,1.67
20/06/2022 12:04:45,1.39
20/06/2022 12:05:32,1.44
20/06/2022 12:06:32,1.46
20/06/2022 12:07:32,1.40
20/06/2022 12:08:32,1.77
20/06/2022 12:09:32,1.95
20/06/2022 12:10:19,1.21
20/06/2022 12:11:19,1.45
20/06/2022 12:12:19,1.80
20/06/2022 12:13:19,2.00
20/06/2022 12:14:19,1.07
20/06/2022 12:15:05,1.44
20/06/2022 12:16:05,1.39
20/06/2022 12:17:05,1.24
20/06/2022 12:18:05,1.84
20/06/2022 12:19:05,1.60
20/06/2022 12:19:52,1.53
20/06/2022 12:20:52,1.89
20/06/2022 12:21:53,1.68
20/06/2022 12:22:53,2.15
20/06/2022 12:23:52,2.61
20/06/2022 12:24:39,1.58
20/06/2022 12:25:39,1.86
20/06/2022 12:26:39,1.48
20/06/2022 12:27:40,1.33
20/06/2022 12:28:40,1.37
20/06/2022 12:29:26,1.55
20/06/2022 12:30:26,1.82
20/06/2022 12:31:25,1.52
20/06/2022 12:32:26,1.92
20/06/2022 12:33:25,1.52
20/06/2022 12:34:12,1.14
20/06/2022 12:35:12,1.10
20/06/2022 12:36:12,1.21
20/06/2022 12:37:12,1.17
20/06/2022 12:38:13,1.12
20/06/2022 12:38:58,1.13
20/06/2022 12:39:58,1.23
20/06/2022 12:40:59,1.18
20/06/2022 12:41:58,1.20
20/06/2022 12:42:59,1.19
20/06/2022 12:43:45,1.71
20/06/2022 12:44:45,1.66
20/06/2022 12:45:46,1.70
20/06/2022 12:46:45,1.79
20/06/2022 12:47:46,1.65
20/06/2022 12:48:32,1.31
20/06/2022 12:49:32,1.33
20/06/2022 12:50:32,1.96
20/06/2022 12:51:32,1.53
20/06/2022 12:52:32,1.66
20/06/2022 12:53:18,1.50
20/06/2022 12:54:18,1.38
20/06/2022 12:55:18,1.99
20/06/2022 12:56:18,1.52
20/06/2022 12:57:18,1.40
20/06/2022 12:58:05,1.31
20/06/2022 12:59:05,1.22
20/06/2022 13:00:04,1.13
20/06/2022 13:01:05,1.30
20/06/2022 13:02:05,2.06
20/06/2022 13:02:52,1.84
20/06/2022 13:03:52,1.64
20/06/2022 13:04:51,2.02
20/06/2022 13:05:51,1.64
20/06/2022 13:06:52,1.20
20/06/2022 13:07:37,2.02
20/06/2022 13:08:21,1.50
